ID,Title,Description,Thumbnail url,Channel name,Views,Likes,Comments,Duration in seconds,Duration in minutes,Duration in timestamp,Duration,Uploaded Time,Video url,TOPICS,TOPIC SEQ,Parse
35,Top Core Java Interview Questions || Core Java Interview Questions and Answers [MOST ASKED],"In Top Core Java Interview Questions and Answers video you will get top 10 tricky core interview question asked in an interview. Also this video is for both Freshers and Experienced canditates.

Udemy Course of Code Decode on Microservice k8s AWS CICD link:
https://openinapp.co/udemycourse

Course Description Video : 
https://yt.openinapp.co/dmjvd

This video covers Top Java interview Questions And Answers asked in MNCs from both Freshers and Laterals, 

Which May include some Questions of java interview questions and Answers like : 
          Q) Why Java is not 100% Object-oriented?
               Because of Primitive data types namely:

boolean, byte, char, int, float, double, long, short

we have wrapper classes which actually “wrap” the primitive data type into an object of that class. 

Q) Why pointers are not used in Java? Mostly asked in java interview questions and Answers in MNC to check you basic knowledge of java and programming languages and logics behind them.
Because : 
 1) They are unsafe.

 2) Increases the complexity of the program and since Java is known for its  simplicity of code, adding the concept of pointers will be contradicting.

 3) Since JVM is responsible for implicit memory allocation, thus in order to  avoid direct access to memory by the user,  pointers are discouraged in Java

Q)  What is JIT compiler in Java?

 Q) Why String is immutable in java?
1) String pool requires string to be immutable otherwise shared reference can be changed from anywhere.

2) security because string is shared on different area like file system, networking connection, database connection , having immutable string allows you to be secure and safe because no one can change reference of string once it gets created.

Q) What is a marker interface?
A Marker interface can be defined as the interface having no data member and member functions. In simpler terms, an empty interface is called the Marker interface. 

Q) Can you override a private or static method in Java?
As I have told you in previous videos : method overriding is a good topic to ask trick questions in Java.

1) you can not override a private or static method in Java.

2) you cannot override a private method in sub class because it's not accessible there, what you do is create another private method with the same name in the child class.

3) For static methods if you create a similar method with same return type and same method arguments in child class then it will hide the superclass method, this is known as method hiding.

Q) Does “finally” always execute in Java?
Not in following cases
“System.exit()” function
system crash
Q) What Methods Does the Object Class Have?
Java.lang.Object class, parent of all has following methods : 

protected Object clone() throws CloneNotSupportedException
  Creates and returns a copy of this object.

public boolean equals(Object obj)
  Indicates whether some other object is “equal to” this one.

protected void finalize() throws Throwable
  Called by the garbage collector on an object when garbagecollection   determines that there are no more references to the object.

public final Class getClass() : Returns the runtime class of an object.

public int hashCode(): Returns a hash code value for the object.


Q) How Can You Make a Class Immutable?

Q) What is singleton class in Java and how can we make a class singleton?

This is always been a part of core java interview question :
Equals and Hash code Contract
Its working and many such interview questions and answers will be covered in this video,

 we will create more such videos on java interview questions and Answers on our channel.

Udemy Course by Code Decode(Free)
https://www.udemy.com/share/1060RM3@kPiRCS470A0hJn-qNN4q6DqUuspCHLMvGk_9DGaKXL_F-Yx-m-Rua5sDQ7ncIYIE/

Code Decode Playlists
Most Asked Core Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

GIT : https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

Subscriber and Follow Code Decode

Subscriber Code Decode : https://www.youtube.com/c/CodeDecode?sub_confirmation=1

Linkedin : https://www.linkedin.com/in/codedecodeyoutube/ 

Instagram : https://www.instagram.com/codedecode25/

#JavaInterviewQuestionsandAnswers #JavaInterviewQuestions #Intellipaat #JavaInterview #CoreJavaInterviewQuestions #JavaInterviewQuestionsandAnswersForExperienced #JavaTutorial #JavaProgramming #JavaTutorialForBeginners",https://i.ytimg.com/vi/PwiuAebCruY/maxresdefault.jpg,Code Decode,2229799,39029,817,948,15.8,15:48,"15 Minutes, 48 Seconds",2020-04-16T19:08:54,https://www.youtube.com/watch?v=PwiuAebCruY,Java,1,Yes
36,Equals and Hashcode Contract in Java [Important Java Interview Question] | Code Decode,"In this video of code decode we have covered Equals and hashcode contract || Equals and hashcode in Java 

Udemy Course of Code Decode on Microservice k8s AWS CICD link:
https://openinapp.co/udemycourse

Course Description Video : 
https://yt.openinapp.co/dmjvd

In this video equals and hashcode contract By default, the Java super class java.lang.Object provides two important methods for comparing objects: equals() and hashcode(). These methods become very useful when implementing interactions between several classes in large projects. In this article, we will talk about the relationship between these methods, their default implementations, and the circumstances that force developers to provide a custom implementation for each of them.

equals(Object obj): a method provided by java.lang.Object that indicates whether some other object passed as an argument is ""equal to"" the current instance. The default implementation provided by the JDK is based on memory location — two objects are equal if and only if they are stored in the same memory address.

hashcode(): a method provided by java.lang.Object that returns an integer representation of the object memory address. By default, this method returns a random integer that is unique for each instance. This integer might change between several executions of the application and won't stay the same

How equals and hashcode contract works in java ?

The default implementation is not enough to satisfy business needs, especially if we're talking about a huge application that considers two objects as equal when some business fact happens. In some business scenarios, developers provide their own implementation in order to force their own equality mechanism regardless the memory addresses.

As per the Java documentation in perspective of equal and hashcode contract, developers should override both methods in order to achieve a fully working equality mechanism — it's not enough to just implement the equals() method.

equals and hashcode in java,equals and hashcode in java by durga,equals and hashcode contract in java,equals and hashcode contract,equals and hashcode in java telusko,equals and hashcode method in java,java equals and hashcode,java equals and hashcode contract,what is equals and hashcode contract,what is equals and hashcode in java,how equals and hashcode works in java,equals and hashcode implementation,hashcode and equals method in java,java,equals and hashcode contract example,contract between equals and hashcode in java


-------------------------------------------------------------------------------------------------------------------------------------

Code Decode Playlists

Most Asked Core Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist :  https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i

GIT : https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

-------------------------------------------------------------------------------------------------------------------------------------
Subscriber and Follow Code Decode

Subscriber Code Decode : https://www.youtube.com/c/CodeDecode?sub_confirmation=1

Linkedin : https://www.linkedin.com/in/codedecodeyoutube/ 

Instagram : https://www.instagram.com/codedecode25/

--------------------------------------------------------------------------------------------------------------------------------------

#equalsandhashcode #equalsandhashcodecontract #java",https://i.ytimg.com/vi/4X5Kgi2VltI/maxresdefault.jpg,Code Decode,200729,2188,128,781,13.02,13:01,"13 Minutes, 1 Seconds",2020-04-19T13:48:43,https://www.youtube.com/watch?v=4X5Kgi2VltI,Java,1,yes
37,Why comparable and comparator is needed || Need of Comparable and Comparator in Java,"In this video we will se why comparable and comparator is need in java.

Udemy Course of Code Decode on Microservice k8s AWS CICD link:
https://openinapp.co/udemycourse

Course Description Video : 
https://yt.openinapp.co/dmjvd

#comparable #comparator #comparablevscomparator

In next videos we will -
- Comparable and Comparable in Java
- Difference between Comparator and Comparable
- Example of Comparator and Comparable
- Create getters and setters
- toString() method
- Creating List and adding values in List
- Collection.sort method to sort the List
- When to use Comparable and when to use Comparator
- compareTo() method 
- How to use comparable
- How to use Comparator

why is comparable and comparator needed at all in java is what we will answer here.


Also watch 
Equals and hashcode contract : https://youtu.be/4X5Kgi2VltI

-------------------------------------------------------------------------------------------------------------------------------------

Code Decode Playlists

Most Asked Core Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist :  https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i

GIT : https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

-------------------------------------------------------------------------------------------------------------------------------------
Subscriber and Follow Code Decode

Subscriber Code Decode : https://www.youtube.com/c/CodeDecode?sub_confirmation=1

Linkedin : https://www.linkedin.com/in/codedecodeyoutube/ 

Instagram : https://www.instagram.com/codedecode25/

--------------------------------------------------------------------------------------------------------------------------------------",https://i.ytimg.com/vi/-MQieYxw2nc/maxresdefault.jpg,Code Decode,133161,995,30,204,3.4,03:24,"3 Minutes, 24 Seconds",2020-05-01T16:47:57,https://www.youtube.com/watch?v=-MQieYxw2nc,Java,1,yes
38,Comparable and Comparator Implementation in Java with Example [Interview Question],"In this video of Comparable and comparator implementation in java we are going to see the implementation of comparator and comparable

Udemy Course of Code Decode on Microservice k8s AWS CICD link:
https://openinapp.co/udemycourse

Course Description Video : 
https://yt.openinapp.co/dmjvd

- Comparable and Comparable in Java
- Difference between Comparator and Comparable
- Example of Comparator and Comparable
- Create getters and setters
- toString() method
- Creating List and adding values in List
- Collection.sort method to sort the List
- When to use Comparable and when to use Comparator
- compareTo() method 
- How to use comparable
- How to use Comparator

#comparable #comparator #comprableandcomparator

comparable and comparator program in java. Complete step by step by guide to implement comparable as well as comparator in java

Why there is comparable and comparator in java
https://youtu.be/-MQieYxw2nc

Comparable vs Comparator
https://youtu.be/Qn0uk50gMUM

-------------------------------------------------------------------------------------------------------------------------------------

Code Decode Playlists

Most Asked Core Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist :  https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i

GIT : https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

-------------------------------------------------------------------------------------------------------------------------------------
Subscriber and Follow Code Decode

Subscriber Code Decode : https://www.youtube.com/c/CodeDecode?sub_confirmation=1

Linkedin : https://www.linkedin.com/in/codedecodeyoutube/ 

Instagram : https://www.instagram.com/codedecode25/

--------------------------------------------------------------------------------------------------------------------------------------",https://i.ytimg.com/vi/b-KccmQYvlM/maxresdefault.jpg,Code Decode,142667,1280,84,458,7.63,07:38,"7 Minutes, 38 Seconds",2020-05-01T17:35:57,https://www.youtube.com/watch?v=b-KccmQYvlM,Java,1,yes
39,Comparable VS Comparator || Comparable and Comparator [Most Asked Interview Question],"In this video of code decode we have explained comparable vs comparator which is most common interview questions in Java

Udemy Course of Code Decode on Microservice k8s AWS CICD link:
https://openinapp.co/udemycourse

Course Description Video : 
https://yt.openinapp.co/dmjvd



In this video we will see
- Comparator VS  Comparable in Java
- Difference between Comparator and Comparable
- Example of Comparator and Comparable
- Create getters and setters
- toString() method
- Creating List and adding values in List
- Collection.sort method to sort the List
- When to use Comparable and when to use Comparator
- compareTo() method 
- How to use comparable
- How to use Comparator

-------------------------------------------------------------------------------------------------------------------------------------

Code Decode Playlists

Most Asked Core Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist :  https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i

GIT : https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

-------------------------------------------------------------------------------------------------------------------------------------
Subscriber and Follow Code Decode

Subscriber Code Decode : https://www.youtube.com/c/CodeDecode?sub_confirmation=1

Linkedin : https://www.linkedin.com/in/codedecodeyoutube/ 

Instagram : https://www.instagram.com/codedecode25/

--------------------------------------------------------------------------------------------------------------------------------------

#comparablevscomparator #comparableandcomparator #comparablecomparatordifference

Why there is comparable and comparator in java
https://youtu.be/-MQieYxw2nc

What is Comparable and Comparator
https://youtu.be/b-KccmQYvlM",https://i.ytimg.com/vi/Qn0uk50gMUM/maxresdefault.jpg,Code Decode,101838,912,28,270,4.5,04:30,"4 Minutes, 30 Seconds",2020-05-01T17:42:06,https://www.youtube.com/watch?v=Qn0uk50gMUM,Java,1,yes
115,Equals and HashCode in Java Interview Questions and Answers | Equals hashcode contract |Code Decode,"In this video of code decode of Equals and hash code we have covered Interview questions asked around this topic for experienced and freshers both.
Udemy Course of Code Decode on Microservice k8s AWS CICD link:
https://openinapp.co/udemycourse

Course Description Video : 
https://yt.openinapp.co/dmjvd

Equals and hash code explanation : https://youtu.be/4X5Kgi2VltI 

Why do we need to override equals and hashcode method?

In hash table what is 
Bucket -  is ArrayList / Tree of Entry objects.
Entry - is LinkedList which contains information about key, value and next.
Entry.next points to next Entry in LinkedList.

Why to override hashcode method?

It helps in finding bucket location, where entry(with key-value pair) will be stored .
Entry (of type LinkedList) is stored in bucket (ArrayList). 

If, hashCode() method is overridden properly, we will find bucket location using hashCode() method, we will obtain Entry on that bucket location, then iterate over each and every Entry (by calling Entry.next) and check whether new and existing keys are equal or not. If keys are equal replace key-value in Entry with new one, else call Entry.next But how to check whether two keys are equal or not. So, it’s time to implement equals() method.


 Why do we need to override equals and hashcode method?

Why to override equals method?

Once we have located bucket location in which our Entry (with key-value pair) will be stored, Equals method helps us in finding whether new and existing keys are equal or not.

 What if we don’t override equals and hashcode method?

If, hashcode method is not overridden then for same key every time hashCode() method is called it might produce different hashcode, 

when put() method is called-
  There might be possibility that same Entry (with key-value pair)  will  get stored at multiple locations in bucket. And if key is same we might expect to override existing object which might not happen and same key might be present at 2 different locations.
Conclusion key- value pair may get stored multiple times in HashMap and may not be overridden if same key is added to hash table.

when get() method is called-
 As there is possibility that hashCode() method might return different hashcode & rather than searching on bucket location where Entry(with key) exists we might be searching for key on some other bucket location.
 Conclusion   key exists in HashMap, but still we are not able to locate the bucket location in which it was stored.

If equals method is not overridden - though we will be able to find out correct bucket location if hashCode() method is overridden correctly, but still if equals method is not overridden, then 

when put() method is called-
we might end up storing new Entry (with new key-value pair) multiple times on same bucket location (because of absence of equals method, we don’t have any way of comparing key’s), 
In this case, even if keys are equal, we will keep on calling Entry.next until we reach last Entry on that bucket location and ultimately we will end up storing new Entry (with new key) again in same bucket location.  tough it should be overridden.
Conclusion same key- value pair stored multiple times in HashMap.

when get() method is called-
 we won’t be able to compare two keys (new key with existing Entry.key) and we will call Entry.next and again we won’t be able to compare two keys and ultimately when Entry.next is null - we will return false. 
Conclusion  key existed in HashMap, but still we were not able to retrieve it.

So, it’s important to override equals method to check equality of two keys.


If two objects have same hashcode, are they always equal?



Most Asked Core Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist :  https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i

SQL Playlist : https://www.youtube.com/playlist?list=PLyHJZXNdCXse86eLuwy5uZohd_bddE9Ni

GIT : https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

Subscriber and Follow Code Decode
Subscriber Code Decode : https://www.youtube.com/c/CodeDecode?sub_confirmation=1
LinkedIn : https://www.linkedin.com/in/codedecodeyoutube/ 
Instagram : https://www.instagram.com/codedecode25/

#equalsandhashcode #codedecode #javainterviewquestions",https://i.ytimg.com/vi/krHc7Tf7Gwc/maxresdefault.jpg,Code Decode,12354,395,35,667,11.12,11:07,"11 Minutes, 7 Seconds",2022-06-21T14:05:15,https://www.youtube.com/watch?v=krHc7Tf7Gwc,Java,1,yes
194,Java 23 features | What's new in Java 23 |Interview Questions and Answers | Code Decode,"In this video of code decode we are going to learn about new features of Java 23 and 
what are we going to release in java 23

If you want to participate in Mock Interview send your nominations using the below google form
https://forms.gle/yfxTWUnzWhwpRM1WA

Udemy Course Discounted Link
https://www.udemy.com/course/master-spring-boot-microservice-angular-with-k8s-cicd-aws/?couponCode=CODEDECODEJULY2024

Before digging deeper into new features that come up with java 23, lets see **what are the Preview / second preview and third preview.**



In the context of Java features, ""preview"" refers to features that are introduced in a version of Java but are not yet finalized. These features are included for developers to experiment with and provide feedback on. They may change based on user input and further development before being finalized in a future release.



In Java, features introduced as ""preview"" can go through multiple stages before becoming finalized. Here's a breakdown of what the first, second, and third preview features typically mean:

1. **First Preview**: This is the **initial introduction **of a feature in a particular Java release. It allows developers to use and test the feature in real-world applications. The purpose is to gather feedback and identify any issues or improvements needed.
2. **Second Preview**: If a feature receives positive feedback and shows promise, it may be revisited in a subsequent release as a second preview. This stage often includes **refinements based on the feedback** from the first preview, and it may introduce some changes to the API or behavior of the feature.
3. **Third Preview**: A feature may go through a third preview phase if further adjustments are deemed necessary. This allows for more feedback and iteration before the feature is finalized. By this stage, **the feature is typically more stable and closer to its final form**, but it can still be subject to change.
 Each preview phase is designed to encourage community involvement and ensure the feature aligns with Java's overall design principles.





**Q) Also what are these numbers- 455, 466 and so on**

The numbers you see (like 455, 466, 467, etc.) refer to the **JEP (JDK Enhancement Proposal)** identifiers assigned to specific features or enhancements in the Java Development Kit (JDK). Each JEP number represents a proposal that outlines a particular change or addition to the Java platform, including its purpose, design, and implementation details.



**1. JEP 455: Primitive Types in Patterns, **`**instanceof**`**, and **`**switch**`** (Preview)**

**Before**: In Java, pattern matching has been evolving for some time. For instance, using pattern matching with `instanceof` allows checking if an object is of a certain type and then casting it directly in one step. But this did not work for primitive types.



**Now**: With this JEP, you can perform pattern matching for primitive types in `instanceof` and `switch` statements. This simplifies the code when dealing with primitive values, enhancing readability and reducing boilerplate. This is a preview feature (Java 21).


Mock Interview Playlist:
https://www.youtube.com/playlist?list=PLyHJZXNdCXsdKpIT19C1nlZH_HROXyROF

Most Asked Core Java Interview Questions and Answers: https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers: https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers:
 https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers:
https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers: 
https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist: 
 https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i
SQL Playlist: https://www.youtube.com/playlist?list=PLyHJZXNdCXse86eLuwy5uZohd_bddE9Ni

GIT: https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

Subscriber and Follow Code Decode
Subscriber Code Decode: https://www.youtube.com/c/CodeDecode?sub_confirmation=1
LinkedIn : https://www.linkedin.com/in/codedecodeyoutube/ 
Instagram: https://www.instagram.com/codedecode25/

#java23 #codedecode #interviewquestions",https://i.ytimg.com/vi/qhIkqUC1tXQ/maxresdefault.jpg,Code Decode,8880,158,25,1963,32.72,32:43:00,"32 Minutes, 43 Seconds",2024-10-16T15:21:08,https://www.youtube.com/watch?v=qhIkqUC1tXQ,Java,1,yes
211,5 Null Handling Techniques Every Developer MUST Know | Best Coding Practice | Code Decode,"In this video of code decode we have explained best coding practice i.e. not using null in 2025

Udemy Course Discounted coupon code

https://www.udemy.com/course/master-spring-boot-microservice-angular-with-k8s-cicd-aws/?couponCode=CODEDECODEMAY2025


""Are you still writing != null checks everywhere in your Java code? What if you were told that there are 5 modern, professional ways to handle nulls that will make your code cleaner, safer, and more maintainable? 


## Method 1: Utility Classes 
**The key insight:** Java provides powerful utility classes that handle all the null checking logic for you.





## Method 2: Optional - The Modern Functional Approach 
**The philosophy:** Instead of null being a ""special case,"" absence becomes an explicit state that must be handled.

## Method 3: Defensive Programming - Fail Fast 
**The principle:** Detect problems as early as possible, preferably where invalid data enters your system.



## Method 4: Null Object Pattern - Eliminate Null Checks
**The concept:** 

The **Null Object Pattern** is a smart way to eliminate messy `null` checks and make your code more **robust and readable**. Instead of returning null, return a **harmless default object** that behaves like a ""do nothing"" version of the real object.



It avoids:

- Null pointer exceptions
- If-else checks like `if (user != null)` 
- Breaking polymorphism


## Method 5: Modern Annotations + Static Analysis 
**The approach:** Make null-handling expectations explicit and enforceable at compile-time.

**Use annotations** like `@Nonnull` and `@Nullable` to tell the compiler (and IDEs like IntelliJ or Eclipse):

 **“This value should never be null”** or
  **“This value might be null – be careful!” - **Then tools like IntelliJ, Eclipse, SonarLint, or SpotBugs can warn you at compile time about bad null usage.





Mock Interview Playlist:
https://www.youtube.com/playlist?list=PLyHJZXNdCXsdKpIT19C1nlZH_HROXyROF

Most Asked Core Java Interview Questions and Answers: https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers: https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers:
 https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers:
https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers: 
https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist: 
 https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i
SQL Playlist: https://www.youtube.com/playlist?list=PLyHJZXNdCXse86eLuwy5uZohd_bddE9Ni

GIT: https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

Subscriber and Follow Code Decode
Subscriber Code Decode: https://www.youtube.com/c/CodeDecode?sub_confirmation=1
LinkedIn : https://www.linkedin.com/in/codedecodeyoutube/ 
Instagram: https://www.instagram.com/codedecode25/

#microservice   #codedecode  #interviewquestions",https://i.ytimg.com/vi/XFkuBgAJNro/maxresdefault.jpg,Code Decode,20857,429,30,3455,57.58,57:35:00,"57 Minutes, 35 Seconds",2025-06-05T15:25:10,https://www.youtube.com/watch?v=XFkuBgAJNro,Java,1,yes
,,,,,,,,,,,,,,,1.5,
,,,,,,,,,,,,,,,1.5,
106,Java String interview Questions and Answers with example| Immutable | Most Asked | Code Decode,"In this video of code decode i.e. Java String Interview Questions and Answers for freshers and experienced. 

Udemy Course of Code Decode on Microservice k8s AWS CICD link:
https://openinapp.co/udemycourse

Course Description Video : 
https://yt.openinapp.co/dmjvd

We have taken some most commonly asked Interview questions along with their answers

 This string Interview questions are asked in almost every interview of Java whether it would be freshers java interview or experienced java interview 

Please watch this video of Most Asked String Interview Question as it cover very important string interview questions and answers.

Relevel link :
https://relvl.co/ur3k

What are the different ways to create string objects?

 String objects can be created in two ways:

Using the ‘new’ operator.
Using double-quotes. 

String S1 = new String(""code""); 

String S2 = ""decode""; 
When the String is created with the double quotes, JVM searches it for in the string pool; if the same value is found, it returns the reference to that String else creates a new object with the new value provided.

In the other case, if the String is created with the ‘new’ operator, then JVM creates a new object but not in the string pool. If we want to create the object in the string pool, we can use the intern() method.

What is a string constant pool?

The memory space allocated in the heap memory to store the string literals is called the string constant pool. 

No two string objects can have the same value in a string constant pool. 

Why is Java provided with String constant pool as we can store the objects in heap memory?

String constant pool provides the facility of reusability of the existing string objects. 

When a new string object is created using the string literals, then JVM first checks in the pool if this String already exists or not.

 If it exists, then it will reference the existing String rather than creating a new object. 

This will help in the speeding up of the application and also helps in saving the memory as no two objects will have the same content.

Most Asked Core Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXscoyL5XEZoHHZ86_6h3GWE1

Advance Java Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Java 8 Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdeusn4OM33415DCMQ6sUKy

Hibernate Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsdC-p2186C6NO4FpadnCC_q

Spring Boot Interview Questions and Answers : https://youtube.com/playlist?list=PLyHJZXNdCXsexOO1VQ4vs-BM2-8CKrixd

Angular Playlist :  https://www.youtube.com/watch?v=CAl7RQSdq2Q&list=PLyHJZXNdCXsfxRtDwtGkDD_lLfTWc1g0i

SQL Playlist : https://www.youtube.com/playlist?list=PLyHJZXNdCXse86eLuwy5uZohd_bddE9Ni

GIT : https://youtube.com/playlist?list=PLyHJZXNdCXscpl6pxOnL2lRWJlzvzjyZE

Subscriber and Follow Code Decode

Subscriber Code Decode : https://www.youtube.com/c/CodeDecode?sub_confirmation=1

LinkedIn : https://www.linkedin.com/in/codedecodeyoutube/ 

Instagram : https://www.instagram.com/codedecode25/

#codedecode #javainterviewquestion #stringinterviewquestion",https://i.ytimg.com/vi/i-OZbcvneqo/maxresdefault.jpg,Code Decode,150004,3516,183,1219,20.32,20:19,"20 Minutes, 19 Seconds",2022-04-07T15:32:44,https://www.youtube.com/watch?v=i-OZbcvneqo,String,2,c
